"","variable","expected_gain","EVPI_do","EVPI_dont"
"working_hours_costs","working_hours_costs",20127.9542042215,0,20127.9542042215
"grass_planting_cost","grass_planting_cost",20122.8702460146,0,20122.8702460146
"initial_fences_cost","initial_fences_cost",20131.2279802141,0,20131.2279802141
"maintaining_fences_cost","maintaining_fences_cost",20108.0280487007,0,20108.0280487007
"soil_analysis","soil_analysis",20092.524654111,0,20092.524654111
"late_frost","late_frost",NA,0,0
"subsidies","subsidies",NA,0,0
"hay_costs_1","hay_costs_1",20139.9069797146,0,20139.9069797146
"amount_bales_1","amount_bales_1",20126.1589108032,0,20126.1589108032
"income_bale_1","income_bale_1",20085.8967684474,0,20085.8967684474
"replacing_trees_cost","replacing_trees_cost",20118.9093093676,0,20118.9093093676
"replacing_truffle_trees_cost","replacing_truffle_trees_cost",20130.4692082421,0,20130.4692082421
"nut_price","nut_price",20121.5946413552,0,20121.5946413552
"harvest_nets_1","harvest_nets_1",20088.7577958334,0,20088.7577958334
"harvest_nets_2","harvest_nets_2",20108.2010181338,0,20108.2010181338
"tree_planting_hours_1","tree_planting_hours_1",20136.6648918177,0,20136.6648918177
"tree_planting_hours_2","tree_planting_hours_2",20103.9234345839,0,20103.9234345839
"tree_planting_costs_1","tree_planting_costs_1",20129.6623168169,0,20129.6623168169
"tree_planting_costs_2","tree_planting_costs_2",20109.62489079,0,20109.62489079
"truffle_tree_planting_costs_1","truffle_tree_planting_costs_1",20125.0059530176,0,20125.0059530176
"truffle_tree_planting_costs_2","truffle_tree_planting_costs_2",20116.6086036733,0,20116.6086036733
"maintaining_trees_h_1","maintaining_trees_h_1",20135.2209524528,0,20135.2209524528
"maintaining_trees_h_2","maintaining_trees_h_2",20143.3733548963,0,20143.3733548963
"maintaining_trees_factor","maintaining_trees_factor",NA,0,0
"mulch_h_1","mulch_h_1",20094.1665824266,0,20094.1665824266
"mulch_h_2","mulch_h_2",20114.1968327639,0,20114.1968327639
"other_nut_h_1","other_nut_h_1",20055.514440873,0,20055.514440873
"other_nut_h_2","other_nut_h_2",20115.6098541572,0,20115.6098541572
"nut_harvest_hours_1","nut_harvest_hours_1",20132.7522927995,0,20132.7522927995
"nut_harvest_hours_2","nut_harvest_hours_2",20115.2118310012,0,20115.2118310012
"nut_yield_1","nut_yield_1",20123.2902379249,0,20123.2902379249
"nut_yield_2","nut_yield_2",20117.9986457074,0,20117.9986457074
"nut_var_costs_1","nut_var_costs_1",20129.5480351898,0,20129.5480351898
"nut_var_costs_2","nut_var_costs_2",20115.3794042088,0,20115.3794042088
"water_price","water_price",NA,0,0
"days_to_irrigate","days_to_irrigate",NA,0,0
"water_trailer","water_trailer",20133.7181103238,0,20133.7181103238
"trailer_capacity","trailer_capacity",NA,0,0
"work_per_trailer","work_per_trailer",20094.3372250079,0,20094.3372250079
"installation_irrigation_1","installation_irrigation_1",20110.2515811767,0,20110.2515811767
"installation_irrigation_2","installation_irrigation_2",20107.2890039527,0,20107.2890039527
"work_per_irrigation","work_per_irrigation",20113.447637699,0,20113.447637699
"maintaining_irrigation_1","maintaining_irrigation_1",20084.227532372,0,20084.227532372
"maintaining_irrigation_2","maintaining_irrigation_2",20130.2483295128,0,20130.2483295128
"water_per_day_1","water_per_day_1",20121.6150725486,0,20121.6150725486
"water_per_day_2","water_per_day_2",20111.3874951826,0,20111.3874951826
"tree_planting_hours_3","tree_planting_hours_3",20132.3147200099,0,20132.3147200099
"tree_planting_costs_3","tree_planting_costs_3",20109.29275379,0,20109.29275379
"maintaining_trees_h_3","maintaining_trees_h_3",20137.2986725878,0,20137.2986725878
"mulch_h_3","mulch_h_3",20095.0563551283,0,20095.0563551283
"tree_var_costs","tree_var_costs",20105.5632133989,0,20105.5632133989
"truffle_yield","truffle_yield",20114.9933853721,2.75686619759975,20117.7502515697
"truffle_price","truffle_price",20090.6966196654,0,20090.6966196654
"truffle_harvest_costs","truffle_harvest_costs",20124.9757045797,0,20124.9757045797
"number_of_chicken","number_of_chicken",NA,0,0
"chicken_replacement_cost","chicken_replacement_cost",20095.6965425348,0,20095.6965425348
"initial_chicken_mobile_cost","initial_chicken_mobile_cost",20141.2128548109,0,20141.2128548109
"maintaining_chicken_mobile","maintaining_chicken_mobile",20119.8436773639,0,20119.8436773639
"chicken_feed","chicken_feed",20117.9056042779,0,20117.9056042779
"feed_cost","feed_cost",20104.2626025366,0,20104.2626025366
"working_hours_chicken","working_hours_chicken",20138.0062199864,0,20138.0062199864
"eggs","eggs",20124.111673491,0,20124.111673491
"eggs_price","eggs_price",20112.9236470499,0,20112.9236470499
"crop_yield","crop_yield",20123.4077794628,0,20123.4077794628
"crop_price","crop_price",20109.6035322477,0,20109.6035322477
"working_hours_crop","working_hours_crop",20121.4653873161,0,20121.4653873161
